Cation Runtime (s),Neutral Runtime (s),Cation@Neutral Runtime (s),Neutral@Cation Runtime (s),Monomer 1,Monomer 2,Oligomer Length
2.834,1.199,0.121,0.113,55,78,2
1.756,0.993,0.105,0.098,4,98,2
3.002,2.763,0.127,0.116,69,98,2
1.338,1.327,0.096,0.093,41,83,2
1.836,1.823,0.077,0.071,6,22,2
1.064,0.765,0.067,0.062,10,32,2
1.318,1.36,0.094,0.088,50,77,2
1.111,0.62,0.095,0.093,1,97,2
1.319,1.961,0.093,0.083,31,60,2
1.231,0.978,0.084,0.082,37,43,2
3.114,2.701,0.132,0.119,80,81,2
1.708,1.48,0.092,0.086,10,72,2
2.979,2.423,0.115,0.11,38,69,2
2.533,1.899,0.136,0.126,57,82,2
1.614,1.103,0.09,0.086,43,79,2
1.468,1.725,0.098,0.092,16,51,2
1.563,1.138,0.091,0.086,6,62,2
2.459,1.61,0.093,0.094,36,95,2
1.703,1.497,0.112,0.103,54,75,2
2.154,1.98,0.102,0.095,29,46,2
2.18,3.466,0.098,0.096,5,95,2
2.216,1.44,0.116,0.105,52,56,2
2.519,1.581,0.146,0.132,21,99,2
2.202,1.276,0.108,0.097,66,69,2
2.142,0.661,0.086,0.083,33,41,2
1.772,1.932,0.114,0.104,72,92,2
1.179,1.629,0.082,0.079,41,58,2
1.193,0.725,0.086,0.08,14,70,2
1.237,0.792,0.081,0.081,4,43,2
1.925,1.199,0.104,0.09,53,80,2
1.553,1.127,0.089,0.082,12,53,2
0.665,0.523,0.071,0.066,2,60,2
1.499,1.193,0.12,0.113,32,97,2
1.728,1.621,0.099,0.097,18,36,2
1.85,0.883,0.086,0.081,24,80,2
1.089,0.837,0.081,0.078,8,53,2
1.298,1.04,0.112,0.105,18,60,2
3.522,1.712,0.123,0.11,63,70,2
1.156,1.391,0.077,0.076,36,58,2
1.435,0.928,0.114,0.108,45,97,2
0.829,0.761,0.063,0.062,2,36,2
2.074,2.581,0.089,0.081,14,26,2
1.062,0.512,0.072,0.065,4,15,2
1.23,0.889,0.091,0.084,92,94,2
1.458,1.886,0.105,0.103,64,85,2
1.401,1.223,0.085,0.082,9,85,2
1.958,1.979,0.1,0.094,25,56,2
2.003,1.487,0.102,0.094,58,65,2
2.671,1.523,0.12,0.106,23,75,2
1.959,1.737,0.114,0.106,39,72,2
1.705,1.028,0.091,0.083,11,69,2
2.139,2.01,0.145,0.123,56,99,2
1.566,1.834,0.095,0.092,42,62,2
1.682,1.352,0.084,0.08,7,79,2
1.697,1.675,0.109,0.102,22,38,2
2.114,1.808,0.123,0.117,20,82,2
1.829,1.172,0.106,0.098,34,79,2
3.149,1.963,0.138,0.13,67,72,2
2.939,3.625,0.095,0.095,41,95,2
1.379,1.294,0.089,0.085,6,34,2
0.868,0.594,0.065,0.064,10,24,2
1.553,1.043,0.106,0.098,21,54,2
1.647,1.555,0.093,0.09,27,77,2
1.304,1.26,0.081,0.082,31,36,2
2.291,1.492,0.128,0.123,85,98,2
1.246,2.365,0.084,0.08,5,58,2
0.607,0.443,0.09,0.086,46,60,2
3.088,2.177,0.132,0.119,80,97,2
2.031,0.875,0.074,0.072,10,64,2
1.305,0.953,0.106,0.094,57,94,2
1.223,1.041,0.086,0.083,16,47,2
1.269,0.888,0.092,0.082,6,74,2
1.473,1.217,0.089,0.083,22,78,2
1.325,0.995,0.09,0.089,36,83,2
2.542,1.082,0.104,0.104,34,39,2
1.567,1.204,0.11,0.095,50,61,2
1.569,1.195,0.095,0.095,1,81,2
1.873,1.067,0.105,0.1,5,18,2
1.644,1.404,0.089,0.088,17,91,2
3.575,1.633,0.131,0.125,93,99,2
1.401,1.367,0.085,0.084,27,37,2
2.786,2.22,0.124,0.114,31,76,2
2.06,1.533,0.111,0.108,37,55,2
5.157,4.085,0.172,0.162,76,86,2
4.349,0.75,0.094,0.087,14,66,2
1.585,1.048,0.115,0.106,4,55,2
2.353,2.523,0.122,0.123,84,95,2
2.678,2.445,0.127,0.128,28,86,2
2.237,1.961,0.125,0.121,53,96,2
1.094,0.866,0.071,0.07,12,45,2
1.627,1.391,0.095,0.092,2,76,2
1.141,0.846,0.082,0.08,49,91,2
1.594,1.146,0.111,0.099,20,59,2
3.001,2.224,0.117,0.114,32,81,2
2.174,2.188,0.117,0.111,18,20,2
1.822,1.563,0.125,0.118,54,63,2
2.486,2.086,0.106,0.097,29,50,2
1.452,1.248,0.096,0.096,5,83,2
1.361,1.248,0.082,0.081,7,39,2
2.061,1.62,0.087,0.084,11,29,2
2.837,0.7,0.095,0.094,33,57,2
2.034,1.492,0.139,0.127,72,84,2
1.552,1.285,0.103,0.089,21,94,2
1.097,0.998,0.074,0.07,11,32,2
1.044,0.89,0.097,0.091,7,100,2
1.499,1.053,0.102,0.089,54,78,2
1.899,1.286,0.11,0.106,5,98,2
1.423,1.343,0.089,0.076,7,22,2
0.965,0.667,0.104,0.092,26,61,2
0.45,0.352,0.097,0.084,61,91,2
1.293,0.979,0.087,0.082,20,42,2
2.707,2.105,0.122,0.116,47,76,2
2.525,2.095,0.113,0.107,41,55,2
1.897,1.474,0.114,0.107,62,66,2
2.948,2.594,0.129,0.119,25,96,2
1.145,0.75,0.063,0.063,9,45,2
1.716,1.456,0.103,0.096,19,76,2
1.243,0.733,0.084,0.075,15,30,2
1.32,1.107,0.11,0.094,56,59,2
1.062,0.724,0.087,0.081,3,20,2
2.367,1.984,0.115,0.113,44,81,2
2.184,1.528,0.125,0.109,22,63,2
1.799,1.277,0.102,0.101,36,98,2
2.267,1.442,0.109,0.098,65,93,2
1.556,1.607,0.076,0.074,8,93,2
1.9,1.237,0.099,0.093,43,74,2
2.849,2.091,0.111,0.105,38,64,2
1.215,0.76,0.099,0.088,45,57,2
2.174,2.273,0.108,0.101,52,80,2
1.125,0.834,0.085,0.078,3,60,2
1.16,0.733,0.082,0.075,15,70,2
1.47,2.046,0.088,0.086,5,43,2
2.147,1.489,0.125,0.115,33,97,2
0.879,0.769,0.068,0.066,19,36,2
1.299,1.175,0.092,0.087,12,85,2
1.202,1.017,0.103,0.095,53,56,2
1.807,1.639,0.091,0.086,28,46,2
3.54,3.048,0.139,0.125,55,75,2
3.05,1.989,0.098,0.09,4,95,2
4.369,4.907,0.114,0.104,69,95,2
1.973,0.942,0.083,0.077,32,41,2
2.961,2.129,0.125,0.114,67,69,2
2.211,2.78,0.107,0.091,22,23,2
2.578,1.886,0.149,0.13,20,99,2
1.56,1.653,0.107,0.1,49,51,2
2.603,1.264,0.122,0.115,34,62,2
2.021,1.849,0.122,0.115,56,82,2
1.813,1.918,0.111,0.106,17,51,2
1.268,0.892,0.085,0.079,42,79,2
2.201,2.159,0.096,0.093,7,62,2
1.799,1.36,0.097,0.094,39,69,2
2.681,1.609,0.099,0.095,11,72,2
0.811,0.753,0.062,0.061,1,41,2
1.76,1.553,0.094,0.094,37,95,2
1.761,1.772,0.109,0.097,51,77,2
1.236,0.882,0.08,0.08,36,43,2
1.533,1.922,0.09,0.084,30,60,2
2.844,2.097,0.118,0.113,62,65,2
1.759,1.138,0.073,0.071,9,46,2
1.269,1.012,0.092,0.08,19,75,2
2.956,4.793,0.116,0.107,25,95,2
1.334,0.763,0.078,0.073,15,33,2
1.709,0.803,0.112,0.108,17,89,2
0.758,0.656,0.103,0.094,1,99,2
1.849,1.808,0.105,0.104,44,82,2
2.243,1.837,0.093,0.084,3,23,2
1.669,1.15,0.097,0.086,50,79,2
2.022,1.79,0.092,0.085,22,60,2
2.51,1.478,0.095,0.089,59,70,2
1.498,1.164,0.082,0.08,24,43,2
1.191,0.708,0.087,0.083,19,100,2
1.623,1.72,0.09,0.088,43,77,2
4.564,3.237,0.135,0.126,38,67,2
1.151,0.77,0.088,0.082,45,54,2
2.565,1.86,0.128,0.115,66,67,2
2.386,1.826,0.142,0.128,21,97,2
1.865,2.309,0.106,0.096,52,58,2
2.098,0.479,0.082,0.078,11,31,2
1.133,0.915,0.093,0.086,7,21,2
1.212,0.863,0.13,0.114,32,99,2
2.139,2.447,0.133,0.127,18,38,2
1.89,1.94,0.105,0.1,26,62,2
1.918,0.948,0.094,0.089,20,41,2
2.324,2.108,0.103,0.093,61,92,2
1.636,1.059,0.101,0.098,49,89,2
1.299,0.898,0.105,0.098,47,75,2
1.687,0.897,0.087,0.085,41,56,2
2.037,1.924,0.117,0.112,17,52,2
3.347,2.45,0.094,0.087,7,61,2
3.402,2.999,0.128,0.123,56,81,2
3.852,3.653,0.157,0.153,81,82,2
2.126,0.958,0.082,0.081,11,71,2
1.45,1.587,0.095,0.083,44,59,2
0.472,0.433,0.056,0.056,1,42,2
2.517,1.398,0.112,0.107,37,96,2
1.511,1.199,0.107,0.103,16,84,2
3.112,2.869,0.112,0.102,51,74,2
2.587,3.377,0.094,0.089,77,93,2
1.777,1.047,0.111,0.107,18,78,2
2.273,1.444,0.126,0.113,30,63,2
2.065,2.041,0.106,0.101,24,98,2
1.566,0.987,0.091,0.085,46,78,2
1.845,1.276,0.116,0.103,3,63,2
1.848,2.051,0.119,0.115,52,83,2
1.868,0.904,0.108,0.097,29,93,2
1.831,0.808,0.091,0.079,33,94,2
1.563,1.328,0.137,0.121,53,55,2
2.594,2.633,0.117,0.112,12,86,2
1.932,1.283,0.11,0.101,4,96,2
3.398,2.671,0.128,0.119,69,96,2
1.075,0.733,0.08,0.078,28,45,2
4.296,3.924,0.153,0.146,55,76,2
1.295,1.366,0.077,0.073,32,42,2
2.149,2.518,0.11,0.108,49,52,2
1.789,0.915,0.12,0.107,34,61,2
2.827,2.848,0.131,0.126,20,81,2
1.95,1.777,0.119,0.113,67,71,2
2.409,1.831,0.096,0.085,32,59,2
1.455,1.528,0.07,0.07,6,37,2
2.698,1.442,0.113,0.109,41,96,2
1.384,0.914,0.072,0.072,10,27,2
1.631,1.283,0.118,0.107,21,57,2
1.817,1.467,0.116,0.109,60,84,2
1.687,1.397,0.107,0.097,27,74,2
2.148,1.821,0.119,0.113,46,63,2
1.169,0.9,0.083,0.08,3,78,2
3.152,2.487,0.133,0.123,52,98,2
0.93,0.637,0.075,0.07,8,50,2
2.226,2.104,0.153,0.135,18,63,2
1.309,1.058,0.094,0.085,30,78,2
1.481,1.936,0.09,0.087,26,39,2
1.615,1.346,0.093,0.09,24,83,2
1.102,0.777,0.08,0.075,45,94,2
1.918,1.502,0.126,0.12,92,97,2
1.349,1.03,0.095,0.085,14,25,2
1.535,0.752,0.083,0.074,4,16,2
3.132,2.363,0.127,0.119,25,55,2
1.446,1.333,0.094,0.088,58,66,2
2.862,1.976,0.136,0.13,64,86,2
2.66,2.299,0.108,0.107,9,86,2
2.908,5.617,0.138,0.123,23,76,2
2.179,1.116,0.103,0.097,46,100,2
4.916,4.132,0.167,0.166,81,99,2
1.318,0.948,0.096,0.091,39,71,2
0.534,0.401,0.072,0.067,1,59,2
0.656,0.416,0.093,0.085,42,61,2
2.216,1.97,0.102,0.099,17,49,2
1.518,1.227,0.101,0.098,28,85,2
2.094,1.831,0.143,0.139,84,96,2
4.764,1.402,0.103,0.093,14,65,2
1.9,1.516,0.117,0.109,23,100,2
1.077,0.75,0.089,0.084,4,56,2
1.574,0.989,0.081,0.077,12,46,2
1.197,0.914,0.083,0.077,2,75,2
2.449,1.735,0.116,0.105,53,95,2
1.913,1.367,0.117,0.105,61,89,2
2.062,0.85,0.092,0.089,49,92,2
0.65,0.502,0.058,0.055,8,10,2
2.447,1.865,0.111,0.104,32,82,2
2.136,1.886,0.108,0.106,30,38,2
2.53,1.41,0.119,0.116,18,23,2
1.189,0.802,0.092,0.087,26,79,2
1.894,1.971,0.088,0.084,5,80,2
1.188,1.091,0.098,0.089,54,60,2
1.759,1.746,0.116,0.101,29,53,2
2.839,2.267,0.155,0.147,97,98,2
0.389,0.41,0.054,0.051,1,19,2
2.705,1.411,0.09,0.088,23,36,2
1.459,0.832,0.088,0.088,33,54,2
4.245,1.367,0.093,0.087,10,67,2
1.894,1.249,0.096,0.084,80,94,2
1.533,1.675,0.079,0.078,16,44,2
1.337,1.139,0.077,0.076,6,77,2
2.637,2.245,0.148,0.132,57,97,2
1.672,1.094,0.08,0.075,24,58,2
1.295,1.746,0.085,0.079,36,80,2
1.683,1.247,0.089,0.085,1,82,2
1.447,1.681,0.099,0.097,3,38,2
1.161,0.917,0.119,0.114,44,99,2
1.756,1.281,0.094,0.086,78,79,2
1.84,1.456,0.109,0.101,50,62,2
2.842,2.332,0.107,0.098,50,100,2
1.188,0.874,0.081,0.074,15,28,2
4.197,3.477,0.105,0.095,17,92,2
1.693,1.637,0.111,0.096,31,75,2
3.44,1.995,0.106,0.101,27,34,2
2.833,2.448,0.134,0.127,76,85,2
1.407,0.915,0.086,0.087,37,56,2
1.632,0.994,0.096,0.09,21,41,2
1.832,1.953,0.091,0.085,60,92,2
2.049,1.557,0.127,0.118,33,99,2
1.242,1.436,0.091,0.088,19,38,2
2.223,2.007,0.106,0.101,27,62,2
1.441,1.062,0.106,0.099,46,75,2
2.198,2.147,0.14,0.129,20,97,2
1.24,0.946,0.083,0.081,6,21,2
1.592,1.426,0.094,0.084,41,80,2
1.383,0.935,0.1,0.087,53,58,2
1.07,0.809,0.072,0.068,10,31,2
1.649,1.868,0.096,0.093,25,43,2
2.035,1.734,0.089,0.081,58,70,2
1.41,1.885,0.102,0.095,23,60,2
1.075,0.594,0.09,0.086,44,54,2
2.333,1.465,0.118,0.111,39,67,2
1.376,1.492,0.082,0.08,42,77,2
1.067,0.825,0.073,0.071,8,46,2
1.91,1.369,0.127,0.12,18,75,2
2.926,3.278,0.093,0.09,24,95,2
3.645,2.439,0.141,0.125,63,65,2
0.769,0.709,0.087,0.077,2,23,2
2.083,1.837,0.103,0.1,45,82,2
1.763,1.404,0.105,0.097,51,79,2
3.492,2.017,0.082,0.08,14,33,2
2.957,0.878,0.103,0.093,16,89,2
1.873,1.405,0.114,0.109,5,96,2
2.187,2.203,0.128,0.119,54,76,2
1.567,1.394,0.096,0.085,29,45,2
3.737,4.296,0.139,0.135,52,55,2
2.05,1.424,0.098,0.092,72,91,2
1.061,0.801,0.079,0.077,33,42,2
2.01,1.828,0.096,0.088,28,93,2
1.568,1.103,0.09,0.087,47,78,2
1.159,0.965,0.08,0.078,12,50,2
1.479,0.969,0.097,0.089,2,63,2
1.965,1.626,0.12,0.103,53,83,2
1.72,1.344,0.117,0.113,49,84,2
1.595,0.857,0.085,0.076,32,94,2
0.926,0.732,0.064,0.061,1,94,2
1.942,2.424,0.106,0.097,50,74,2
1.244,0.781,0.113,0.1,56,57,2
2.888,2.38,0.121,0.12,17,84,2
1.978,1.666,0.131,0.11,31,63,2
0.96,0.666,0.076,0.071,19,78,2
2.901,2.633,0.121,0.115,25,98,2
3.656,3.118,0.13,0.117,76,93,2
1.206,1.153,0.09,0.082,45,59,2
0.972,0.781,0.073,0.073,10,71,2
2.147,1.784,0.12,0.111,80,82,2
1.791,1.664,0.105,0.1,16,52,2
1.606,1.405,0.092,0.08,6,61,2
3.245,3.209,0.142,0.135,57,81,2
2.596,1.634,0.109,0.105,36,96,2
1.745,1.027,0.1,0.094,34,37,2
2.669,2.16,0.122,0.11,22,76,2
2.466,1.571,0.108,0.097,59,66,2
2.468,2.465,0.113,0.107,24,55,2
2.877,1.812,0.15,0.142,65,86,2
1.821,1.486,0.109,0.106,8,86,2
4.541,1.342,0.095,0.085,16,49,2
0.863,0.422,0.103,0.093,43,61,2
2.721,1.74,0.11,0.108,38,71,2
3.419,2.708,0.14,0.122,80,99,2
1.141,0.867,0.078,0.072,9,50,2
1.614,1.358,0.094,0.085,31,78,2
1.528,1.076,0.104,0.094,19,63,2
1.878,1.539,0.09,0.088,27,39,2
1.764,2.066,0.11,0.104,25,83,2
3.193,3.141,0.126,0.123,93,97,2
1.648,0.832,0.089,0.079,15,25,2
2.103,0.861,0.09,0.079,5,16,2
1.14,0.805,0.082,0.077,44,94,2
1.417,1.456,0.103,0.094,26,74,2
1.562,1.242,0.12,0.104,20,57,2
2.003,1.6,0.131,0.117,61,84,2
2.082,1.977,0.124,0.113,47,63,2
0.909,0.657,0.071,0.068,2,78,2
2.245,1.558,0.128,0.114,53,98,2
1.286,0.935,0.096,0.086,33,59,2
1.189,0.847,0.106,0.095,66,71,2
2.927,2.281,0.135,0.13,21,81,2
1.307,1.194,0.079,0.08,11,27,2
0.342,0.231,0.065,0.057,1,14,2
1.504,1.231,0.075,0.075,7,37,2
3.853,0.641,0.087,0.08,14,28,2
2.843,1.02,0.093,0.083,16,92,2
1.304,0.933,0.12,0.11,45,99,2
1.539,1.123,0.085,0.084,2,38,2
2.093,1.711,0.123,0.111,51,62,2
1.561,2.431,0.103,0.101,77,85,2
1.31,0.895,0.083,0.084,36,56,2
1.298,1.14,0.107,0.098,30,75,2
1.526,1.391,0.107,0.096,26,34,2
1.582,0.966,0.092,0.09,17,44,2
1.186,0.924,0.082,0.082,7,77,2
1.85,2.097,0.126,0.121,56,97,2
2.511,3.871,0.124,0.118,81,94,2
3.142,2.419,0.102,0.098,11,67,2
0.942,0.775,0.075,0.067,1,54,2
1.518,1.62,0.086,0.083,37,80,2
2.507,2.473,0.094,0.088,25,58,2
2.164,2.277,0.143,0.138,96,98,2
1.162,0.759,0.086,0.079,4,80,2
1.821,1.366,0.101,0.093,69,80,2
2.056,1.91,0.102,0.093,28,53,2
2.083,0.758,0.119,0.115,55,60,2
1.208,0.917,0.094,0.083,32,54,2
1.672,1.127,0.106,0.101,34,77,2
1.377,0.961,0.08,0.078,22,36,2
1.361,0.959,0.098,0.09,3,75,2
2.76,2.73,0.126,0.116,52,95,2
1.576,0.739,0.114,0.109,29,85,2
1.984,0.958,0.098,0.086,15,65,2
1.842,0.623,0.097,0.086,5,56,2
1.936,1.151,0.133,0.128,85,96,2
2.002,1.465,0.116,0.111,33,82,2
1.082,0.825,0.058,0.057,9,10,2
1.457,0.859,0.094,0.079,19,23,2
2.641,1.985,0.109,0.104,31,38,2
2.012,1.479,0.097,0.087,27,79,2
1.458,1.23,0.1,0.095,60,89,2
1.365,1.047,0.09,0.083,31,94,2
1.72,1.47,0.115,0.107,78,98,2
1.475,1.648,0.103,0.096,50,83,2
1.385,1.081,0.094,0.087,1,63,2
1.353,0.935,0.092,0.085,6,100,2
1.444,1.591,0.084,0.079,44,78,2
1.107,0.746,0.084,0.077,11,50,2
1.055,0.868,0.083,0.077,30,42,2
1.663,1.132,0.124,0.113,18,59,2
1.84,1.152,0.084,0.083,71,91,2
1.383,0.933,0.099,0.087,36,61,2
2.248,1.381,0.105,0.102,10,86,2
3.138,1.109,0.134,0.126,51,55,2
2.472,2.316,0.141,0.124,57,76,2
1.813,1.35,0.101,0.095,6,96,2
1.328,1.018,0.075,0.074,9,27,2
3.001,2.905,0.128,0.126,54,81,2
1.431,1.114,0.102,0.091,5,61,2
1.685,1.323,0.1,0.089,15,52,2
1.012,0.82,0.073,0.072,3,42,2
1.489,1.751,0.1,0.091,46,59,2
3.059,2.338,0.118,0.1,75,93,2
1.941,1.737,0.116,0.107,26,98,2
3.356,1.851,0.119,0.105,32,63,2
1.408,1.055,0.104,0.101,14,84,2
1.981,1.127,0.152,0.128,55,57,2
1.205,0.826,0.095,0.087,28,64,2
1.673,1.316,0.113,0.101,53,74,2
0.843,0.567,0.068,0.064,2,94,2
1.285,1.87,0.093,0.083,50,58,2
1.656,1.785,0.099,0.093,5,21,2
1.567,1.463,0.084,0.078,42,80,2
0.828,0.533,0.084,0.075,19,54,2
3.236,1.967,0.118,0.112,64,67,2
1.95,1.547,0.095,0.092,9,67,2
4.68,3.291,0.135,0.131,23,97,2
0.367,0.257,0.066,0.065,2,5,2
2.435,2.648,0.105,0.1,79,95,2
1.192,0.8,0.096,0.086,45,75,2
2.484,1.652,0.107,0.102,38,46,2
1.141,0.816,0.092,0.089,43,56,2
1.631,1.271,0.099,0.092,24,62,2
2.392,2.144,0.139,0.134,18,82,2
2.356,1.515,0.133,0.121,30,99,2
2.567,1.351,0.125,0.111,63,92,2
1.434,1.209,0.084,0.081,22,41,2
1.369,1.056,0.092,0.084,15,89,2
1.69,1.356,0.098,0.094,17,33,2
2.481,1.389,0.109,0.101,29,69,2
1.873,1.438,0.113,0.1,52,79,2
1.302,1.278,0.076,0.07,1,23,2
2.449,2.503,0.114,0.109,46,82,2
1.85,1.635,0.125,0.112,3,99,2
1.603,1.262,0.102,0.097,60,65,2
2.236,2.004,0.102,0.099,27,95,2
1.203,1.018,0.085,0.085,41,77,2
1.193,0.93,0.095,0.091,47,54,2
1.438,0.967,0.1,0.092,20,60,2
1.011,0.716,0.093,0.088,18,19,2
1.388,1.556,0.089,0.085,26,43,2
1.173,0.885,0.075,0.07,8,31,2
1.171,1.156,0.087,0.082,26,58,2
2.751,1.958,0.106,0.098,34,80,2
0.761,0.467,0.077,0.071,2,54,2
2.001,1.78,0.108,0.098,12,67,2
3.363,1.868,0.11,0.108,82,94,2
3.926,3.233,0.161,0.152,55,97,2
1.27,0.822,0.083,0.081,4,77,2
1.269,1.164,0.077,0.075,14,44,2
2.045,1.885,0.1,0.096,69,77,2
2.555,2.81,0.112,0.103,25,34,2
1.385,0.833,0.109,0.094,33,75,2
1.473,1.65,0.113,0.109,74,85,2
1.969,1.871,0.125,0.118,52,62,2
1.575,0.917,0.131,0.119,46,99,2
1.201,1.0,0.083,0.077,1,38,2
1.798,1.524,0.105,0.102,3,82,2
1.632,0.929,0.083,0.074,15,92,2
2.134,1.552,0.1,0.095,17,28,2
1.601,1.405,0.117,0.115,29,72,2
2.957,2.056,0.139,0.12,63,89,2
1.493,1.11,0.088,0.079,24,79,2
1.729,1.385,0.108,0.098,32,38,2
2.896,2.078,0.157,0.142,18,99,2
1.996,1.27,0.116,0.113,30,82,2
5.484,4.519,0.163,0.159,86,96,2
0.993,0.718,0.089,0.076,6,56,2
3.257,0.857,0.104,0.096,16,65,2
3.642,3.069,0.114,0.11,51,95,2
1.005,0.877,0.073,0.068,10,46,2
1.39,1.103,0.089,0.087,21,36,2
1.239,0.886,0.085,0.085,37,77,2
1.461,1.107,0.098,0.09,31,54,2
1.049,1.03,0.092,0.088,56,60,2
0.993,0.765,0.086,0.079,7,80,2
0.705,0.535,0.066,0.064,3,19,2
1.814,1.018,0.129,0.119,95,98,2
1.232,0.868,0.088,0.083,47,94,2
1.56,1.071,0.077,0.07,6,16,2
2.804,2.127,0.101,0.087,16,25,2
1.447,1.074,0.101,0.098,26,83,2
1.501,1.047,0.084,0.081,24,39,2
2.388,1.57,0.087,0.079,32,78,2
3.506,3.19,0.142,0.136,83,99,2
1.253,0.983,0.094,0.084,3,59,2
1.137,0.838,0.087,0.078,15,49,2
3.958,3.495,0.142,0.132,66,86,2
1.897,1.449,0.129,0.114,27,55,2
2.683,2.169,0.135,0.121,21,76,2
1.742,0.809,0.117,0.109,43,96,2
1.137,0.747,0.076,0.077,4,37,2
3.368,2.79,0.146,0.147,38,86,2
0.774,0.354,0.069,0.062,2,14,2
2.011,1.056,0.08,0.079,12,27,2
2.028,1.91,0.1,0.094,94,95,2
3.061,3.223,0.122,0.118,22,81,2
1.259,0.946,0.103,0.091,30,59,2
2.206,1.374,0.104,0.1,65,71,2
1.415,1.004,0.101,0.096,18,42,2
0.967,0.733,0.075,0.075,8,71,2
0.416,0.335,0.088,0.08,59,91,2
1.092,0.854,0.095,0.088,29,32,2
2.174,2.367,0.102,0.096,78,83,2
2.018,1.562,0.123,0.111,50,98,2
0.837,0.7,0.068,0.062,1,78,2
1.625,0.959,0.092,0.089,39,50,2
1.861,1.815,0.115,0.106,44,63,2
2.07,1.652,0.132,0.124,62,84,2
1.442,1.002,0.128,0.109,23,57,2
1.78,1.085,0.108,0.101,25,74,2
0.902,0.623,0.072,0.069,19,94,2
2.0,1.566,0.115,0.109,27,98,2
1.855,0.944,0.118,0.107,33,63,2
2.114,2.242,0.111,0.095,74,93,2
2.186,2.247,0.118,0.11,52,74,2
1.079,0.839,0.083,0.078,3,94,2
1.386,1.136,0.1,0.093,15,84,2
1.231,0.787,0.105,0.099,29,64,2
1.202,0.738,0.122,0.1,54,57,2
1.275,1.132,0.073,0.074,8,27,2
2.273,1.673,0.137,0.127,34,96,2
1.405,0.916,0.106,0.099,28,100,2
0.701,0.72,0.062,0.06,2,42,2
1.163,0.996,0.085,0.081,12,71,2
1.508,1.12,0.097,0.091,47,59,2
5.396,4.311,0.159,0.157,55,81,2
1.28,0.727,0.099,0.089,4,61,2
1.881,1.663,0.099,0.094,14,52,2
1.378,0.878,0.1,0.087,37,61,2
1.007,0.869,0.084,0.076,19,59,2
1.161,1.554,0.081,0.079,31,42,2
1.153,0.934,0.082,0.075,70,91,2
2.275,2.015,0.124,0.117,56,76,2
2.119,2.299,0.108,0.103,7,96,2
4.976,1.968,0.116,0.112,11,86,2
2.858,2.691,0.128,0.112,50,55,2
1.514,1.137,0.088,0.084,30,94,2
3.347,2.018,0.097,0.095,28,29,2
0.437,0.505,0.056,0.054,2,8,2
1.949,2.246,0.116,0.107,51,83,2
2.135,1.682,0.119,0.109,79,98,2
0.934,0.709,0.076,0.069,10,50,2
1.118,0.853,0.079,0.076,45,78,2
1.376,0.808,0.097,0.087,46,54,2
1.444,1.216,0.09,0.092,27,43,2
1.382,0.958,0.102,0.092,21,60,2
1.711,1.312,0.1,0.091,53,79,2
2.266,2.154,0.113,0.114,47,82,2
1.517,1.172,0.106,0.098,2,99,2
4.169,1.019,0.097,0.087,14,89,2
2.703,0.822,0.09,0.081,16,33,2
2.049,1.399,0.1,0.091,28,69,2
2.121,2.625,0.101,0.096,26,95,2
1.904,1.405,0.124,0.107,61,65,2
1.025,0.765,0.085,0.082,42,56,2
3.185,2.842,0.105,0.099,78,95,2
1.569,0.96,0.091,0.088,39,46,2
0.563,0.371,0.099,0.092,44,75,2
2.763,3.055,0.103,0.101,62,92,2
1.773,1.889,0.097,0.091,23,41,2
2.176,2.404,0.11,0.108,25,62,2
2.31,1.813,0.138,0.12,31,99,2
1.64,1.057,0.098,0.094,19,82,2
1.743,1.727,0.091,0.087,43,80,2
1.066,0.713,0.091,0.085,4,21,2
1.401,0.964,0.083,0.077,12,31,2
1.404,2.471,0.097,0.09,51,58,2
0.484,0.418,0.059,0.052,1,6,2
2.374,2.163,0.123,0.118,22,97,2
3.961,2.817,0.131,0.12,65,67,2
2.016,2.534,0.118,0.108,18,54,2
2.042,1.484,0.096,0.092,8,67,2
1.06,0.937,0.099,0.089,30,54,2
1.311,0.99,0.087,0.085,20,36,2
1.208,0.868,0.083,0.082,36,77,2
0.66,0.317,0.056,0.056,2,19,2
1.508,0.833,0.085,0.076,5,7,2
1.758,1.289,0.109,0.103,94,98,2
1.545,1.148,0.111,0.098,57,60,2
1.16,0.936,0.078,0.074,6,80,2
1.543,2.207,0.1,0.092,25,79,2
1.845,1.151,0.109,0.105,33,38,2
2.75,1.469,0.118,0.112,31,82,2
0.848,0.686,0.113,0.103,19,99,2
3.204,2.056,0.118,0.111,62,89,2
2.697,2.063,0.108,0.099,50,95,2
1.125,0.753,0.084,0.072,1,75,2
1.401,1.223,0.081,0.077,11,46,2
0.916,0.758,0.088,0.083,7,56,2
1.826,1.433,0.116,0.111,17,65,2
1.502,1.282,0.101,0.102,34,56,2
1.898,1.368,0.104,0.101,49,65,2
1.977,1.821,0.125,0.112,75,85,2
1.608,1.261,0.098,0.089,24,34,2
2.097,1.484,0.106,0.09,32,75,2
5.059,0.763,0.092,0.08,14,92,2
3.264,0.884,0.092,0.084,16,28,2
1.934,2.566,0.11,0.103,28,72,2
2.112,1.767,0.117,0.108,53,62,2
1.961,1.864,0.13,0.119,47,99,2
1.534,0.983,0.092,0.09,2,82,2
1.292,1.046,0.074,0.072,9,31,2
1.356,1.079,0.087,0.084,27,58,2
